date,open,high,low,close,volume
2021-01-01 09:15:00,31279.8,31379.65,31243.6,31348.6,0
2021-01-01 09:30:00,31350.6,31384.35,31323.05,31366.4,0
2021-01-01 09:45:00,31365.7,31381.05,31323.8,31352.9,0
2021-01-01 10:00:00,31351.3,31351.3,31299.9,31338.8,0
2021-01-01 10:15:00,31340.2,31342,31271.9,31312.1,0
2021-01-01 10:30:00,31311.9,31315.4,31269.1,31275.3,0
2021-01-01 10:45:00,31274.7,31300.15,31266.65,31289.1,0
2021-01-01 11:00:00,31291.2,31317.15,31277.55,31291.6,0
2021-01-01 11:15:00,31293.4,31323.95,31278.2,31291.2,0
2021-01-01 11:30:00,31290.8,31310.8,31261.85,31273.8,0
2021-01-01 11:45:00,31275.7,31302.65,31221.7,31251.4,0
2021-01-01 12:00:00,31254.2,31287.6,31231.8,31277,0
2021-01-01 12:15:00,31275.4,31322.5,31267.9,31319.8,0
2021-01-01 12:30:00,31320.8,31346.95,31305.9,31321.3,0
2021-01-01 12:45:00,31319.3,31322.05,31274.55,31302.2,0
2021-01-01 13:00:00,31303.3,31310.75,31270.4,31273.8,0
2021-01-01 13:15:00,31271.7,31302.6,31269.7,31286.8,0
2021-01-01 13:30:00,31285.4,31290.75,31205,31253.7,0
2021-01-01 13:45:00,31254.5,31284.15,31238.05,31276.3,0
2021-01-01 14:00:00,31275.1,31316.65,31274.1,31305.8,0
2021-01-01 14:15:00,31306.2,31317.3,31260.2,31303.1,0
2021-01-01 14:30:00,31300.4,31320.6,31285.75,31295.1,0
2021-01-01 14:45:00,31295.3,31302.35,31265.3,31277.6,0
2021-01-01 15:00:00,31274.8,31275.6,31208.95,31229.4,0
2021-01-01 15:15:00,31229.1,31269.95,31188.25,31212.1,0
2021-01-04 09:15:00,31485.2,31485.15,31352.95,31465.8,0
2021-01-04 09:30:00,31467.2,31481.4,31421.85,31457.9,0
2021-01-04 09:45:00,31454.8,31489.6,31444.5,31466.2,0
2021-01-04 10:00:00,31466.4,31468.8,31420.1,31426.4,0
2021-01-04 10:15:00,31431.1,31464.5,31419.35,31438.3,0
2021-01-04 10:30:00,31440.1,31440.1,31382.25,31388.6,0
2021-01-04 10:45:00,31385.7,31395.35,31136.85,31175,0
2021-01-04 11:00:00,31176.6,31176.55,30893.65,31100.9,0
2021-01-04 11:15:00,31103.1,31136.3,31050.8,31104.7,0
2021-01-04 11:30:00,31104.3,31213.95,31096.6,31189.5,0
2021-01-04 11:45:00,31191.1,31227.25,31092.5,31097.4,0
2021-01-04 12:00:00,31099.8,31158.4,31078,31144.8,0
2021-01-04 12:15:00,31150.8,31156.25,31105.15,31120.3,0
2021-01-04 12:30:00,31125.8,31219.4,31125.75,31200,0
2021-01-04 12:45:00,31205.2,31233.9,31172,31196.6,0
2021-01-04 13:00:00,31189.7,31215.75,31112.8,31179.1,0
2021-01-04 13:15:00,31175.4,31226.05,31153.3,31215.9,0
2021-01-04 13:30:00,31215.7,31257.35,31175.65,31214.3,0
2021-01-04 13:45:00,31211.1,31231.5,31189.95,31213.9,0
2021-01-04 14:00:00,31212.8,31216,31074.55,31135.2,0
2021-01-04 14:15:00,31139.4,31139.45,31034.25,31115.3,0
2021-01-04 14:30:00,31114.3,31198.25,31102.25,31173.2,0
2021-01-04 14:45:00,31170.1,31184.45,31140,31163.9,0
2021-01-04 15:00:00,31161.1,31227.35,31161.05,31189.9,0
2021-01-04 15:15:00,31188.8,31277.2,31181.55,31275.2,0
2021-01-05 09:15:00,31041.1,31131.65,30935.55,31121.4,0
2021-01-05 09:30:00,31124.3,31178.7,31099.55,31143.2,0
2021-01-05 09:45:00,31139.2,31191.8,31121.6,31125.4,0
2021-01-05 10:00:00,31123.2,31134,31074.85,31088.3,0
2021-01-05 10:15:00,31085.6,31139,31050.2,31126.2,0
2021-01-05 10:30:00,31125.1,31169.05,31120.05,31157.6,0
2021-01-05 10:45:00,31154.3,31243.4,31140.2,31212.4,0
2021-01-05 11:00:00,31214.3,31350.3,31212.7,31324.4,0
2021-01-05 11:15:00,31323.2,31389.1,31304.45,31358.4,0
2021-01-05 11:30:00,31359.8,31390.45,31314.65,31366.4,0
2021-01-05 11:45:00,31367.5,31370.3,31291.6,31330.2,0
2021-01-05 12:00:00,31329.4,31366.6,31315.1,31346.6,0
2021-01-05 12:15:00,31348.8,31382.95,31325.85,31348.7,0
2021-01-05 12:30:00,31349.4,31434.6,31346.4,31414.6,0
2021-01-05 12:45:00,31414,31419.3,31379.45,31410.6,0
2021-01-05 13:00:00,31413.2,31418.2,31331.6,31335.7,0
2021-01-05 13:15:00,31336.7,31338.6,31268.75,31338.4,0
2021-01-05 13:30:00,31338.9,31457.7,31337.7,31428.6,0
2021-01-05 13:45:00,31430.2,31503.45,31430.2,31500.1,0
2021-01-05 14:00:00,31501.8,31635.75,31500.2,31623.6,0
2021-01-05 14:15:00,31620.8,31700.75,31562.8,31697.8,0
2021-01-05 14:30:00,31701.3,31746.45,31661.65,31696.7,0
2021-01-05 14:45:00,31698.2,31754.75,31674.75,31704.3,0
2021-01-05 15:00:00,31703.5,31745.1,31683.25,31719.9,0
2021-01-05 15:15:00,31723.3,31767.65,31682.1,31705.6,0
2021-01-06 09:15:00,31839.9,31897.6,31748.15,31824.4,0
2021-01-06 09:30:00,31824.6,31881.15,31788.8,31861.7,0
2021-01-06 09:45:00,31862.8,31909.75,31852,31879.4,0
2021-01-06 10:00:00,31874.9,31900.35,31768.35,31823.8,0
2021-01-06 10:15:00,31826.9,31858.65,31783.3,31787.1,0
2021-01-06 10:30:00,31788.1,31858.3,31747.15,31852.1,0
2021-01-06 10:45:00,31851.8,31876.75,31813.45,31840.7,0
2021-01-06 11:00:00,31839.7,31877.05,31829.4,31867.4,0
2021-01-06 11:15:00,31869.8,31869.95,31818.3,31838.5,0
2021-01-06 11:30:00,31837.8,31858.6,31810.7,31829.6,0
2021-01-06 11:45:00,31829.9,31842.1,31788.4,31834.4,0
2021-01-06 12:00:00,31835,31873.85,31792.65,31863.8,0
2021-01-06 12:15:00,31860.9,31969.5,31847.25,31960.8,0
2021-01-06 12:30:00,31959.2,31982.3,31920.2,31930.2,0
2021-01-06 12:45:00,31927.2,31965.35,31908.35,31929.6,0
2021-01-06 13:00:00,31927.8,31962.5,31892.65,31905.6,0
2021-01-06 13:15:00,31904.8,31974.85,31847.05,31919.8,0
2021-01-06 13:30:00,31920.9,31943.1,31765.2,31845.5,0
2021-01-06 13:45:00,31844.6,31844.6,31596.75,31740.6,0
2021-01-06 14:00:00,31741.7,31787.05,31548.15,31641.5,0
2021-01-06 14:15:00,31635.2,31777.35,31601.2,31711.4,0
2021-01-06 14:30:00,31711.1,31806.85,31638.4,31806.1,0
2021-01-06 14:45:00,31808,31859.8,31786.7,31839.2,0
2021-01-06 15:00:00,31839.2,31865.6,31775.4,31808.2,0
2021-01-06 15:15:00,31806.3,31839.1,31711.5,31739.4,0
2021-01-07 09:15:00,32129.8,32142.9,32003.7,32114.6,0
2021-01-07 09:30:00,32113.4,32147.8,32049.7,32057.5,0
2021-01-07 09:45:00,32055.8,32073.75,32009.65,32032.6,0
2021-01-07 10:00:00,32033.3,32056.4,31965.1,31995.8,0
2021-01-07 10:15:00,31994.3,32045.55,31954.95,31982.1,0
2021-01-07 10:30:00,31983.9,31987.25,31950.9,31971.4,0
2021-01-07 10:45:00,31971.1,32051.15,31970.1,32034.8,0
2021-01-07 11:00:00,32034.4,32037.6,31986,32034.3,0
2021-01-07 11:15:00,32032.3,32078.3,32025.45,32074.2,0
2021-01-07 11:30:00,32074.6,32077.5,32007.7,32033.8,0
2021-01-07 11:45:00,32033.7,32063.35,32008.35,32034.2,0
2021-01-07 12:00:00,32034.5,32069.9,32032.05,32067.1,0
2021-01-07 12:15:00,32065.7,32081.7,32044.5,32060.3,0
2021-01-07 12:30:00,32059.8,32160.1,32059.8,32153.9,0
2021-01-07 12:45:00,32153.6,32158.75,32117.3,32137.3,0
2021-01-07 13:00:00,32139.1,32177.4,32081.55,32163.8,0
2021-01-07 13:15:00,32160.1,32164.1,32119.6,32147.4,0
2021-01-07 13:30:00,32147.6,32152.05,31992.6,32041.6,0
2021-01-07 13:45:00,32043.1,32116.6,32038.7,32107.2,0
2021-01-07 14:00:00,32108.2,32114.95,32038.8,32113.2,0
2021-01-07 14:15:00,32117.8,32127.05,32072.65,32114.4,0
2021-01-07 14:30:00,32114.2,32133.45,32042.6,32062.9,0
2021-01-07 14:45:00,32061.3,32071.2,32020.4,32037.7,0
2021-01-07 15:00:00,32032.9,32037.55,31911.5,31953.1,0
2021-01-07 15:15:00,31956.2,31989.65,31920.6,31971.5,0
2021-01-08 09:15:00,32298.1,32298.05,32107.25,32149.2,0
2021-01-08 09:30:00,32153.3,32166.7,32070.5,32109.7,0
